115 109 4 
118.464 111 4 
118.464 111 6 
115 109 6 

115 109 4 
115 113 4 
115 113 6 
115 109 6 

115 109 4 
111.536 111 4 
111.536 111 6 
115 109 6 

115 109 4 
111.536 107 4 
111.536 107 6 
115 109 6 

115 109 4 
115 105 4 
115 105 6 
115 109 6 

115 109 4 
118.464 107 4 
118.464 107 6 
115 109 6 

115 109 4 
118.464 111 4 
118.464 111 6 
115 109 6 

